title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
La ghigliottina - LâEreditÃ  18/12/2020',Rai,18/12/2020,https://www.youtube.com/watch?v=zLjouWYVzCA,18-12-2020.jpg,"POLITICO,RENDERE,STAMPA,FILM,FUTURISMO,18.750","```json
{
  ""clue"": [""POLITICO"", ""RENDERE"", ""STAMPA"", ""FILM"", ""FUTURISMO""],
  ""explanation"": [
  ""Il manifesto politico spiega le linee e le tendenze di un partito."",
  ""Rendere manifesto è come dire spiegare, chiarire (rendere palese)."",
  ""Il manifesto è un testo che viene stampato (manifesto di stampa)."",
  ""C'è un film con manifesti (riferimento a un film eccellente manifesto)."",
  ""Il manifesto del Futurismo è un testo fondamentale nella letteratura italiana.""
  ],
  ""solution"": ""MANIFESTO""
}
```","['POLITICO', 'RENDERE', 'STAMPA', 'FILM', 'FUTURISMO']","['Il manifesto politico spiega le linee e le tendenze di un partito.', 'Rendere manifesto è come dire spiegare, chiarire (rendere palese).', 'Il manifesto è un testo che viene stampato (manifesto di stampa).', ""C'è un film con manifesti (riferimento a un film eccellente manifesto)."", 'Il manifesto del Futurismo è un testo fondamentale nella letteratura italiana.']",MANIFESTO
La ghigliottina - LâEreditÃ  15/12/2020',Rai,15/12/2020,https://www.youtube.com/watch?v=uxdzexk4BuU,15-12-2020.jpg,"RAPIDO,ATTIVITA,DECRETO,UFFICIO,ETA,57.500","```json
{
  ""clue"": [""RAPIDO"", ""ATTIVITA"", ""DECRETO"", ""UFFICIO"", ""ETA""],
  ""explanation"": [
  ""Lampo di sviluppo e lo sviluppo rapido, come il fotografo che sviluppa rapidamente il rullino."",
  ""Attività di sviluppo, lo sviluppo di un'attività."",
  ""Decreto di sviluppo, come i decreti economici."",
  ""Ufficio di sviluppo, un'azienda che progetta soluzioni per il futuro."",
  ""L'età dello sviluppo, quando il corpo ha un cambiamento o decadimento.""
  ],
  ""solution"": ""SVILUPPO""
}
```","['RAPIDO', 'ATTIVITA', 'DECRETO', 'UFFICIO', 'ETA']","['Lampo di sviluppo e lo sviluppo rapido, come il fotografo che sviluppa rapidamente il rullino.', ""Attività di sviluppo, lo sviluppo di un'attività."", 'Decreto di sviluppo, come i decreti economici.', ""Ufficio di sviluppo, un'azienda che progetta soluzioni per il futuro."", ""L'età dello sviluppo, quando il corpo ha un cambiamento o decadimento.""]",SVILUPPO
La ghigliottina - LâEreditÃ  10/12/2020',Rai,10/12/2020,https://www.youtube.com/watch?v=rPTn4YGy3FI,10-12-2020.jpg,"BORGO,FRANCESE,INDUSTRIALE,DOPPIA,DETERSIVO,52.500","```json
{
  ""clue"": [
    ""BORGO"",
    ""FRANCESE"",
    ""INDUSTRIALE"",
    ""DOPPIA"",
    ""DETERSIVO""
  ],
  ""explanation"": [
    ""Spina di borgo a Roma, complesso edilizio storico voluto da Papa Alessandro VI."",
    ""Presa francese (per l'elettricità) o parquet col disegno a spina di pesce (che ha una connotazione francese, sebbene il parquet sia un elemento più generale, qui si lega alla tipologia francese di spina)."",
    ""Quella industriale (presa/spina) con i contatti più grossi."",
    ""Doppia spina (elettrica) o doppia spina per attaccare albero di Natale/televisore."",
    ""Detersivo in polvere (si lega alla polvere che il giocatore menziona, ma il legame più diretto con 'spina' è introdotto dal concetto 'ecologico' come alternativa alla confezione, anche se il giocatore poi devia sulla polvere).""
  ],
  ""solution"": ""SPINA""
}
```","['BORGO', 'FRANCESE', 'INDUSTRIALE', 'DOPPIA', 'DETERSIVO']","['Spina di borgo a Roma, complesso edilizio storico voluto da Papa Alessandro VI.', ""Presa francese (per l'elettricità) o parquet col disegno a spina di pesce (che ha una connotazione francese, sebbene il parquet sia un elemento più generale, qui si lega alla tipologia francese di spina)."", 'Quella industriale (presa/spina) con i contatti più grossi.', 'Doppia spina (elettrica) o doppia spina per attaccare albero di Natale/televisore.', ""Detersivo in polvere (si lega alla polvere che il giocatore menziona, ma il legame più diretto con 'spina' è introdotto dal concetto 'ecologico' come alternativa alla confezione, anche se il giocatore poi devia sulla polvere).""]",SPINA
La ghigliottina - LâEreditÃ  09/12/2020',Rai,09/12/2020,https://www.youtube.com/watch?v=SUehrxETAjA,09-12-2020.jpg,"GIoco,CURARE,BOTTEGA,coMuNI,ZERO,52.500","```json
{
  ""clue"": [
    ""GIOCO"",
    ""CURARE"",
    ""BOTTEGA"",
    ""COMUNI"",
    ""ZERO""
  ],
  ""explanation"": [
    ""Negli interessi di gioco (riferimento ai giochi di carte, dove bisogna 'chiudere' o 'scartare' per vincere)."",
    ""Curare i propri interessi o quelli di qualcun altro."",
    ""Interessi di bottega (accordi sottobanco, dove non si pensa agli altri ma solo ai propri interessi)."",
    ""Interessi comuni."",
    ""Interessi a costo zero (riferimento a prestiti o vendite con interessi zero).""
  ],
  ""solution"": ""INTERESSE""
}
```","['GIOCO', 'CURARE', 'BOTTEGA', 'COMUNI', 'ZERO']","[""Negli interessi di gioco (riferimento ai giochi di carte, dove bisogna 'chiudere' o 'scartare' per vincere)."", 'Curare i propri interessi o quelli di qualcun altro.', 'Interessi di bottega (accordi sottobanco, dove non si pensa agli altri ma solo ai propri interessi).', 'Interessi comuni.', 'Interessi a costo zero (riferimento a prestiti o vendite con interessi zero).']",INTERESSE
La ghigliottina - LâEreditÃ  08/12/2020',Rai,08/12/2020,https://www.youtube.com/watch?v=c86ri9bXG8k,08-12-2020.jpg,"VIVERE,ALTA,ROSA,101,COSCIENZA,57.500","```json
{
  ""clue"": [
    ""VIVERE"",
    ""ALTA"",
    ""ROSA"",
    ""101"",
    ""COSCIENZA""
  ],
  ""explanation"": [
    ""Vivere alla macchia (passa macchiata)."",
    ""La macchia alta (la macchia boschiva con chiome oltre 4 metri)."",
    ""La rosa di macchia (la rosa canina/selvatica)."",
    ""Macchia dei 101 (richiamo ai cuccioli della carica dei 101, come il cucciolo con la pezza sull'occhio, cioè macchiato)."",
    ""Una macchia sulla coscienza.""
  ],
  ""solution"": ""MACCHIA""
}
```","['VIVERE', 'ALTA', 'ROSA', '101', 'COSCIENZA']","['Vivere alla macchia (passa macchiata).', 'La macchia alta (la macchia boschiva con chiome oltre 4 metri).', 'La rosa di macchia (la rosa canina/selvatica).', ""Macchia dei 101 (richiamo ai cuccioli della carica dei 101, come il cucciolo con la pezza sull'occhio, cioè macchiato)."", 'Una macchia sulla coscienza.']",MACCHIA
La ghigliottina - LâEreditÃ  06/12/2020',Rai,06/12/2020,https://www.youtube.com/watch?v=gOQVFcsNRSE,06-12-2020.jpg,"AGO,MUOVERE,PUNTO,INSETTO,ORO,12.500","```json
{
  ""clue"": [
    ""AGO"",
    ""MUOVERE"",
    ""PUNTO"",
    ""INSETTO"",
    ""ORO""
  ],
  ""explanation"": [
    ""L'ago della bussola."",
    ""La bussola si muove/viaggia (o in riferimento al verbo 'muovere' applicato alla bussola)."",
    ""Il punto cardinale indicato dalla bussola o il 'punto a foglia' nell'arte."",
    ""L'insetto bussola che segue l'istinto o la 'foglia' come insetto (foglia-insetto)."",
    ""La bussola d'oro o la foglia d'oro.""
  ],
  ""solution"": ""FOGLIA""
}
```","['AGO', 'MUOVERE', 'PUNTO', 'INSETTO', 'ORO']","[""L'ago della bussola."", ""La bussola si muove/viaggia (o in riferimento al verbo 'muovere' applicato alla bussola)."", ""Il punto cardinale indicato dalla bussola o il 'punto a foglia' nell'arte."", ""L'insetto bussola che segue l'istinto o la 'foglia' come insetto (foglia-insetto)."", ""La bussola d'oro o la foglia d'oro.""]",FOGLIA
La ghigliottina - LâEreditÃ  05/12/2020',Rai,05/12/2020,https://www.youtube.com/watch?v=QAqjNwZWPAE,05-12-2020.jpg,"ConTo,PUNTO,GENTE,PARIGI,UFFICIO,50.000","```json
{
  ""clue"": [
    ""CONTO"",
    ""PUNTO"",
    ""GENTE"",
    ""PARIGI"",
    ""UFFICIO""
  ],
  ""explanation"": [
    ""Il conto in comune (in banca)."",
    ""Un punto in comune tra noi al tavolo."",
    ""Gente comune (riferimento al film 'Ordinary People' e alla poesia di Kipling 'If')."",
    ""La Comune di Parigi (episodio storico del 1871)."",
    ""L'ufficio del comune (come l'ufficio dell'anagrafe).""
  ],
  ""solution"": ""COMUNE""
}
```","['CONTO', 'PUNTO', 'GENTE', 'PARIGI', 'UFFICIO']","['Il conto in comune (in banca).', 'Un punto in comune tra noi al tavolo.', ""Gente comune (riferimento al film 'Ordinary People' e alla poesia di Kipling 'If')."", 'La Comune di Parigi (episodio storico del 1871).', ""L'ufficio del comune (come l'ufficio dell'anagrafe).""]",COMUNE
La ghigliottina - LâEreditÃ  01/12/2020',Rai,01/12/2020,https://www.youtube.com/watch?v=Qrj2XbmacKI,01-12-2020.jpg,"Gioco,BORSA,FASE,OPERATORE,MACCHINA,17.500","```json
{
  ""clue"": [""GIOCO"", ""BORSA"", ""FASE"", ""OPERATORE"", ""MACCHINA""],
  ""explanation"": [
    ""La ripresa del gioco quando si va in pausa e il gioco riprende."",
    ""La borsa è in ripresa quando dopo un calo è decisa a salire."",
    ""Un qualunque processo può trovarsi in una fase di ripresa, che è sempre una fase positiva."",
    ""L'operatore di ripresa, citando anche gli operatori presenti in studio."",
    ""Il commento sul fatto che la macchina possa avere ripresa (in termini di accelerazione o movimento).""
  ],
  ""solution"": ""RIPRESA""
}
```","['GIOCO', 'BORSA', 'FASE', 'OPERATORE', 'MACCHINA']","['La ripresa del gioco quando si va in pausa e il gioco riprende.', 'La borsa è in ripresa quando dopo un calo è decisa a salire.', 'Un qualunque processo può trovarsi in una fase di ripresa, che è sempre una fase positiva.', ""L'operatore di ripresa, citando anche gli operatori presenti in studio."", 'Il commento sul fatto che la macchina possa avere ripresa (in termini di accelerazione o movimento).']",RIPRESA
La ghigliottina - LâEreditÃ  30/11/2020',Rai,30/11/2020,https://www.youtube.com/watch?v=1eSpNJdpxOw,30-11-2020.jpg,"FAVORE,VENDITA,TELEFONO,VERDE,PARLARE,180.000","```json
{
  ""clue"": [
    ""FAVORE"",
    ""VENDITA"",
    ""TELEFONO"",
    ""VERDE"",
    ""PARLARE""
  ],
  ""explanation"": [
    ""avere il favore del pubblico essere accolti con stima simpatia eccetera eccetera"",
    ""vendita aperta al pubblico o vendita al pubblico"",
    ""il telefono pubblico quello nelle vecchie cabine a gettoni"",
    ""il verde pubblico i giardini i parchi"",
    ""tornare a raccontare insegnare parlare in pubblico""
  ],
  ""solution"": ""PUBBLICO""
}
```","['FAVORE', 'VENDITA', 'TELEFONO', 'VERDE', 'PARLARE']","['avere il favore del pubblico essere accolti con stima simpatia eccetera eccetera', 'vendita aperta al pubblico o vendita al pubblico', 'il telefono pubblico quello nelle vecchie cabine a gettoni', 'il verde pubblico i giardini i parchi', 'tornare a raccontare insegnare parlare in pubblico']",PUBBLICO
La ghigliottina - LâEreditÃ  27/11/2020',Rai,27/11/2020,https://www.youtube.com/watch?v=0l910S5sNrU,27-11-2020.jpg,"FARE,PREDA,SEGNI,RAMO,VOGLIA,70.0uu","```json
{
  ""clue"": [""FARE"", ""PREDA"", ""SEGNI"", ""RAMO"", ""VOGLIA""],
  ""explanation"": [
    ""Fare una pazzia (fare per amore, fare per aiutare un amico)."",
    ""Essere in preda (alla pazzia)."",
    ""Segni di pazzia."",
    ""Ramo di pazzia (chi ha un ramo di pazzia)."",
    ""La pazzia legata all'incoscienza, all'allegria e alla voglia (richiamo a Ornella Vanoni).""
  ],
  ""solution"": ""PAZZIA""
}
```","['FARE', 'PREDA', 'SEGNI', 'RAMO', 'VOGLIA']","['Fare una pazzia (fare per amore, fare per aiutare un amico).', 'Essere in preda (alla pazzia).', 'Segni di pazzia.', 'Ramo di pazzia (chi ha un ramo di pazzia).', ""La pazzia legata all'incoscienza, all'allegria e alla voglia (richiamo a Ornella Vanoni).""]",PAZZIA
La ghigliottina - LâEreditÃ  26/11/2020',Rai,26/11/2020,https://www.youtube.com/watch?v=FDKPGDcf2IU,26-11-2020.jpg,"LIBRO,VIVERE,MATERIA,GLORIA,INTERPRETAZIONE,22.500","```json
{
  ""clue"": [
    ""LIBRO"",
    ""VIVERE"",
    ""MATERIA"",
    ""GLORIA"",
    ""INTERPRETAZIONE""
  ],
  ""explanation"": [
    ""Il LIBRO dei sogni (menzionato in relazione a Borges e ad altri libri/film)."",
    ""VIVERE di sogni (frase proposta dal concorrente)."",
    ""Siamo fatti della stessa MATERIA di cui sono fatti i sogni (citazione shakespeariana)."",
    ""Sogni di GLORIA (menzionato come possibile sogno di qualcuno ambizioso)."",
    ""L'INTERPRETAZIONE dei sogni (opera di Sigmund Freud).""
  ],
  ""solution"": ""SOGNI""
}
```","['LIBRO', 'VIVERE', 'MATERIA', 'GLORIA', 'INTERPRETAZIONE']","['Il LIBRO dei sogni (menzionato in relazione a Borges e ad altri libri/film).', 'VIVERE di sogni (frase proposta dal concorrente).', 'Siamo fatti della stessa MATERIA di cui sono fatti i sogni (citazione shakespeariana).', 'Sogni di GLORIA (menzionato come possibile sogno di qualcuno ambizioso).', ""L'INTERPRETAZIONE dei sogni (opera di Sigmund Freud).""]",SOGNI
La ghigliottina - LâEreditÃ  25/11/2020',Rai,25/11/2020,https://www.youtube.com/watch?v=gnaKLy6jNQM,25-11-2020.jpg,"DUELLO,SOCCORSO,LEGGERO,MAMMA,CARRELLO,8.750","```json
{
  ""clue"": [
    ""DUEL\nLO"",
    ""SOCCORSO"",
    ""LEGGERO"",
    ""MAMMA"",
    ""CARRELLO""
  ],
  ""explanation"": [
    ""duello al sole (film)"",
    ""viene in soccorso"",
    ""raggio di sole"",
    ""mamma ho perso l'aereo (film)"",
    ""carrello dell'aereo""
  ],
  ""solution"": ""SOLE""
}
```","['DUEL\nLO', 'SOCCORSO', 'LEGGERO', 'MAMMA', 'CARRELLO']","['duello al sole (film)', 'viene in soccorso', 'raggio di sole', ""mamma ho perso l'aereo (film)"", ""carrello dell'aereo""]",SOLE
La ghigliottina - LâEreditÃ  16/11/2020',Rai,16/11/2020,https://www.youtube.com/watch?v=vd10EDVlahs,16-11-2020.jpg,"PUNTO,FACILE,STORICO,DIVIETO,GASSMAN,90.Uuu","```json
{
  ""clue"": [
    ""PUNTO"",
    ""FACILE"",
    ""STORICO"",
    ""DIVIETO"",
    ""GASSMAN""
  ],
  ""explanation"": [
    ""Punto di sorpasso nei circuiti, zona nella quale è facile superare."",
    ""Un sorpasso facile, senza esagerare, mettendo la freccia e rientrando subito dopo."",
    ""Sorpasso storico di un partito che ne supera un altro di maggioranza."",
    ""Divieto di sorpasso, si rispetta il codice."",
    ""Vittorio Gassman protagonista di un film straordinario che è 'Il Sorpasso'.""
  ],
  ""solution"": ""SORPASSO""
}
```","['PUNTO', 'FACILE', 'STORICO', 'DIVIETO', 'GASSMAN']","['Punto di sorpasso nei circuiti, zona nella quale è facile superare.', 'Un sorpasso facile, senza esagerare, mettendo la freccia e rientrando subito dopo.', 'Sorpasso storico di un partito che ne supera un altro di maggioranza.', 'Divieto di sorpasso, si rispetta il codice.', ""Vittorio Gassman protagonista di un film straordinario che è 'Il Sorpasso'.""]",SORPASSO
La ghigliottina - LâEreditÃ  14/11/2020',Rai,14/11/2020,https://www.youtube.com/watch?v=vqfrg8AIC2E,14-11-2020.jpg,"TAGLIO,PIETANZA,PECCATO,PILOTA,ANTICA,30.000","```json
{
  ""clue"": [""TAGLIO"", ""PIETANZA"", ""PECCATO"", ""PILOTA"", ""ANTICA""],
  ""explanation"": [
    ""Taglio alla fiamma (fiamma ossidrica)."",
    ""La pietanza viene preparata con la fiamma (cottura a fuoco lento) o flambé (con la fiamma)."",
    ""La fiamma del peccato (film classico di Billy Wilder)."",
    ""La fiamma pilota per accendere le caldaie."",
    ""Antica fiamma (riferimento a una persona del passato).""
  ],
  ""solution"": ""FIAMMA""
}
```","['TAGLIO', 'PIETANZA', 'PECCATO', 'PILOTA', 'ANTICA']","['Taglio alla fiamma (fiamma ossidrica).', 'La pietanza viene preparata con la fiamma (cottura a fuoco lento) o flambé (con la fiamma).', 'La fiamma del peccato (film classico di Billy Wilder).', 'La fiamma pilota per accendere le caldaie.', 'Antica fiamma (riferimento a una persona del passato).']",FIAMMA
La ghigliottina - LâEreditÃ  11/11/2020',Rai,11/11/2020,https://www.youtube.com/watch?v=GXfqLFgRCVo,11-11-2020.jpg,"IMITAZIONE,FUGA,SEGUIRE,RAGIONE,MATERNO,40.000","```json
{
  ""clue"": [
    ""IMITAZIONE"",
    ""FUGA"",
    ""SEGUIRE"",
    ""RAGIONE"",
    ""MATERNO""
  ],
  ""explanation"": [
    ""L'istinto di imitazione, tipico dei bambini e di qualche animaletto, è la base dell'apprendimento primario."",
    ""L'istinto di fuga è quello che si prova in un momento di terrore, come un'opzione da ricacciare indietro in assenza di pericolo."",
    ""Seguire l'istinto è un'azione che il campione ha compiuto scrivendo la sua parola."",
    ""Istinto e ragione sono entità fondamentali che combattono ogni giorno, ma sono necessarie per il raggiungimento dell'equilibrio."",
    ""L'istinto materno è un regalo che le madri fanno all'umanità.""
  ],
  ""solution"": ""ISTINTO""
}
```","['IMITAZIONE', 'FUGA', 'SEGUIRE', 'RAGIONE', 'MATERNO']","[""L'istinto di imitazione, tipico dei bambini e di qualche animaletto, è la base dell'apprendimento primario."", ""L'istinto di fuga è quello che si prova in un momento di terrore, come un'opzione da ricacciare indietro in assenza di pericolo."", ""Seguire l'istinto è un'azione che il campione ha compiuto scrivendo la sua parola."", ""Istinto e ragione sono entità fondamentali che combattono ogni giorno, ma sono necessarie per il raggiungimento dell'equilibrio."", ""L'istinto materno è un regalo che le madri fanno all'umanità.""]",ISTINTO
La ghigliottina - LâEreditÃ  06/11/2020',Rai,06/11/2020,https://www.youtube.com/watch?v=IHwD_80yehc,06-11-2020.jpg,"MESSA,ROMAGNOLA,CAPELLI,BELLA,SELVATICA,80.000","```json
{
  ""clue"": [
    ""MESSA"",
    ""ROMAGNOLA"",
    ""CAPELLI"",
    ""BELLA"",
    ""SELVATICA""
  ],
  ""explanation"": [
    ""Messa in mora (intimazione o richiesta a un debitore di saldare quanto dovuto)"",
    ""Mora Romagnola (razza suina di origine romagnola nera)"",
    ""Mora di capelli (capelli neri corvini)"",
    ""Bella mora (bella ragazza con capelli neri)"",
    ""Selvatica mora (la classica mora che cresce nei nostri boschi, riferito al frutto)""
  ],
  ""solution"": ""MORA""
}
```","['MESSA', 'ROMAGNOLA', 'CAPELLI', 'BELLA', 'SELVATICA']","['Messa in mora (intimazione o richiesta a un debitore di saldare quanto dovuto)', 'Mora Romagnola (razza suina di origine romagnola nera)', 'Mora di capelli (capelli neri corvini)', 'Bella mora (bella ragazza con capelli neri)', 'Selvatica mora (la classica mora che cresce nei nostri boschi, riferito al frutto)']",MORA
La ghigliottina - LâEreditÃ  05/11/2020',Rai,05/11/2020,https://www.youtube.com/watch?v=VXu7CEdin5Y,05-11-2020.jpg,"DISCORSO,SEGUIRE,CHITARRA,MANCANZA,VITA,57.500","```json
{
  ""clue"": [
    ""DISCORSO"",
    ""SEGUIRE"",
    ""CHITARRA"",
    ""MANCANZA"",
    ""VITA""
  ],
  ""explanation"": [
    ""C'è un metodo nel DISCORSO (riferimento al 'filo del discorso' e al 'metodo nel discorso')."",
    ""C'è un metodo nel SEGUIRE (riferimento al 'non seguire un metodo' e al 'seguire un metodo')."",
    ""C'è un metodo per la CHITARRA (riferimento al 'set di esercizi e studi per imparare a suonare la chitarra')."",
    ""C'è una MANCANZA di metodo ('studio a casaccio' = mancanza di metodo)."",
    ""C'è un METODO di VITA (riferimento a 'modo in cui sono organizzate le abitudini...').""
  ],
  ""solution"": ""METODO""
}
```","['DISCORSO', 'SEGUIRE', 'CHITARRA', 'MANCANZA', 'VITA']","[""C'è un metodo nel DISCORSO (riferimento al 'filo del discorso' e al 'metodo nel discorso')."", ""C'è un metodo nel SEGUIRE (riferimento al 'non seguire un metodo' e al 'seguire un metodo')."", ""C'è un metodo per la CHITARRA (riferimento al 'set di esercizi e studi per imparare a suonare la chitarra')."", ""C'è una MANCANZA di metodo ('studio a casaccio' = mancanza di metodo)."", ""C'è un METODO di VITA (riferimento a 'modo in cui sono organizzate le abitudini...').""]",METODO
La ghigliottina - LâEreditÃ  01/11/2020',Rai,01/11/2020,https://www.youtube.com/watch?v=4jkX_5pRWSk,01-11-2020.jpg,"LAVAGGIO,VoTo,MASSIMA,VOCALI,PERICOLO,57.500","```json
{
  ""clue"": [""LAVAGGIO"", ""VOTO"", ""MASSIMA"", ""VOCALI"", ""PERICOLO""],
  ""explanation"": [
  ""le indicazioni di lavaggio"",
  ""le indicazioni di voto"",
  ""le indicazioni di massima"",
  ""le indicazioni vocali"",
  ""le indicazioni di pericolo""
  ],
  ""solution"": ""INDICAZIONI""
}
```","['LAVAGGIO', 'VOTO', 'MASSIMA', 'VOCALI', 'PERICOLO']","['le indicazioni di lavaggio', 'le indicazioni di voto', 'le indicazioni di massima', 'le indicazioni vocali', 'le indicazioni di pericolo']",INDICAZIONI
La ghigliottina - LâEreditÃ  17/10/2020',Rai,17/10/2020,https://www.youtube.com/watch?v=yAbxGagrHXs,17-10-2020.jpg,"LINGUAGGIO,VESTIRE,ARTISTICA,PICCOLA,PASSAGGIO,26.250","```json
{
  ""clue"": [
    ""LINGUAGGIO"",
    ""VESTIRE"",
    ""ARTISTICA"",
    ""PICCOLA"",
    ""PASSAGGIO""
  ],
  ""explanation"": [
    ""proprietà di linguaggio"",
    ""vestire con proprietà"",
    ""proprietà artistica"",
    ""una piccola proprietà"",
    ""passaggio di proprietà""
  ],
  ""solution"": ""PROPRIETÀ""
}
```","['LINGUAGGIO', 'VESTIRE', 'ARTISTICA', 'PICCOLA', 'PASSAGGIO']","['proprietà di linguaggio', 'vestire con proprietà', 'proprietà artistica', 'una piccola proprietà', 'passaggio di proprietà']",PROPRIETÀ
La ghigliottina - LâEreditÃ  10/10/2020',Rai,10/10/2020,https://www.youtube.com/watch?v=gfawgYztpKc,10-10-2020.jpg,"PENSIERO,PIACERE,SECONDA,CONSIGLI,CONFERMA,210.Uu0","```json
{
  ""clue"": [
    ""PENSIERO"",
    ""PIACERE"",
    ""SECONDA"",
    ""CONSIGLI"",
    ""CONFERMA""
  ],
  ""explanation"": [
    ""Lettura del pensiero (modo di dire)"",
    ""Il piacere della lettura (di un libro, del quotidiano)"",
    ""La seconda lettura (di una legge, nella liturgia della parola)"",
    ""Consigli di lettura (nei palinsesti della Rai)"",
    ""Conferma di lettura (di un messaggio nelle mail)""
  ],
  ""solution"": ""LETTURA""
}
```","['PENSIERO', 'PIACERE', 'SECONDA', 'CONSIGLI', 'CONFERMA']","['Lettura del pensiero (modo di dire)', 'Il piacere della lettura (di un libro, del quotidiano)', 'La seconda lettura (di una legge, nella liturgia della parola)', 'Consigli di lettura (nei palinsesti della Rai)', 'Conferma di lettura (di un messaggio nelle mail)']",LETTURA
LA GHIGLIOTTINA - L'EREDITÃ 01/02/2012',Vincenzo Guida,01/02/2012,https://www.youtube.com/watch?v=tkJv56i9OyQ,01-02-2012.jpg,"Prenuere,Ucau,Aleny,Aigulo,Oulore,23.750","```json
{
  ""clue"": [""prendere"", ""occhio"", ""dialetto"", ""angolo"", ""dolore""],
  ""explanation"": [
    ""Si dice 'prendere un acuto' quando un cantante deve raggiungere note alte."",
    ""Si dice 'avere un occhio acuto' quando una persona è molto intuitiva o vede molto bene."",
    ""Esiste l'accento acuto (in opposizione a quello grave)."",
    ""Si definisce 'angolo acuto' l'angolo con ampiezza minore di 90 gradi."",
    ""Si definisce 'dolore acuto' un dolore molto intenso.""
  ],
  ""solution"": ""acuto""
}
```","['prendere', 'occhio', 'dialetto', 'angolo', 'dolore']","[""Si dice 'prendere un acuto' quando un cantante deve raggiungere note alte."", ""Si dice 'avere un occhio acuto' quando una persona è molto intuitiva o vede molto bene."", ""Esiste l'accento acuto (in opposizione a quello grave)."", ""Si definisce 'angolo acuto' l'angolo con ampiezza minore di 90 gradi."", ""Si definisce 'dolore acuto' un dolore molto intenso.""]",ACUTO
La ghigliottina - LâEreditÃ  05/10/2020',Rai,05/10/2020,https://www.youtube.com/watch?v=OPcbPsFkJxo,05-10-2020.jpg,"ALLEGRO,AGIRE,SAGGIO,LINEA,ANIMO,26.250","```json
{
  ""clue"": [
    ""ALLEGRO"",
    ""AGIRE"",
    ""SAGGIO"",
    ""LINEA"",
    ""ANIMO""
  ],
  ""explanation"": [
    ""ALLEGRO con fermezza per chi ama la musica, i virtuosi della musica."",
    ""AGIRE con fermezza è quello che non riusciamo a fare con i nostri pelosetti a casa."",
    ""La fermezza del SAGGIO in opera filosofica di Seneca."",
    ""Linea di fermezza."",
    ""Fermezza d'ANIMO che poi è la forza di volontà.""
  ],
  ""solution"": ""FERMEZZA""
}
```","['ALLEGRO', 'AGIRE', 'SAGGIO', 'LINEA', 'ANIMO']","['ALLEGRO con fermezza per chi ama la musica, i virtuosi della musica.', 'AGIRE con fermezza è quello che non riusciamo a fare con i nostri pelosetti a casa.', 'La fermezza del SAGGIO in opera filosofica di Seneca.', 'Linea di fermezza.', ""Fermezza d'ANIMO che poi è la forza di volontà.""]",FERMEZZA
La Ghigliottina - LâEreditÃ  30/09/2020',Rai,30/09/2020,https://www.youtube.com/watch?v=x5I6DeAS4do,30-09-2020.jpg,"LUNGO,BELLA,LETTERA,CENA,SCENE,50.000","```json
{
  ""clue"": [
    ""LUNGO"",
    ""BELLA"",
    ""LETTERA"",
    ""CENA"",
    ""SCENE""
  ],
  ""explanation"": [
    ""Il lungo addio (capolavoro letterario e cinematografico)"",
    ""Addio mia bella (famosissimo brano)"",
    ""Una lettera d'addio"",
    ""Cena d'addio"",
    ""Addio alle scene""
  ],
  ""solution"": ""ADDIO""
}
```","['LUNGO', 'BELLA', 'LETTERA', 'CENA', 'SCENE']","['Il lungo addio (capolavoro letterario e cinematografico)', 'Addio mia bella (famosissimo brano)', ""Una lettera d'addio"", ""Cena d'addio"", 'Addio alle scene']",ADDIO
La Ghigliottina - L'EreditÃ  29/09/2020',Rai,29/09/2020,https://www.youtube.com/watch?v=HlHPWEVTG9E,29-09-2020.jpg,"BAMBINI,QUARTIERE,GIURIDICO,RITIRO,USATO,105.000","```json
{
  ""clue"": [""bambini"", ""quartiere"", ""giuridico"", ""ritiro"", ""usato""],
  ""explanation"": [
    ""Negozio per bambini (giocattoli, vestitini)"",
    ""Negozi di quartiere (piccole botteghe familiari)"",
    ""Negozio giuridico (es. compravendita di un immobile definita dal codice)"",
    ""Ritiro in negozio (prodotto ordinato online e ritirato in negozio)"",
    ""Negozio dell'usato (specializzato nella vendita di particolarità usate)""
  ],
  ""solution"": ""negozio""
}
```","['bambini', 'quartiere', 'giuridico', 'ritiro', 'usato']","['Negozio per bambini (giocattoli, vestitini)', 'Negozi di quartiere (piccole botteghe familiari)', 'Negozio giuridico (es. compravendita di un immobile definita dal codice)', 'Ritiro in negozio (prodotto ordinato online e ritirato in negozio)', ""Negozio dell'usato (specializzato nella vendita di particolarità usate)""]",NEGOZIO
